sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,total_wager,total_handle
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,August,8,2022,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,August,8,2022,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,August,8,2022,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,August,8,2022,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,August,8,2022,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",18061,2300601,17875,1131201,September,9,2022,35936,3431802
Professional,In-Person Wagering,"Casino Queen, Inc.",67404,3780938,28328,1528756,September,9,2022,95732,5309694
Professional,In-Person Wagering,Elgin Riverboat Resort,2204,390437.2,6980,370568.9,September,9,2022,9184,761006.1
Professional,In-Person Wagering,"Fairmount Park, Inc.",14016,839614.2,2398,243830,September,9,2022,16414,1083444.2
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",23817,1796270,42,2742.25,September,9,2022,23859,1799012.25
Professional,In-Person Wagering,"HC Aurora, LLC",9192,923581.8,5313,1016170,September,9,2022,14505,1939751.8
Professional,In-Person Wagering,"HC Joliet, LLC",7779,710483.5,4731,353410.3,September,9,2022,12510,1063893.8
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",41368,8503341,28063,3712048,September,9,2022,69431,12215389
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,6673,519904.5,1273,356896,September,9,2022,7946,876800.5
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
Professional,Online Wagering,"Casino Queen, Inc.",4354453,153000000,3043140,83993258,September,9,2022,7397593,236993258
Professional,Online Wagering,Elgin Riverboat Resort,90679,13780929,188372,15766731,September,9,2022,279051,29547660
Professional,Online Wagering,"Fairmount Park, Inc.",6642330,116000000,3534006,108000000,September,9,2022,10176336,224000000
Professional,Online Wagering,"Hawthorne Race Course, Inc.",396567,18673763,249446,26698555,September,9,2022,646013,45372318
Professional,Online Wagering,"HC Aurora, LLC",114220,7182800,521669,27281660,September,9,2022,635889,34464460
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",532162,22548862,705128,51530687,September,9,2022,1237290,74079549
Professional,Online Wagering,Par-A-Dice Gaming Corporation,396181,18679200,353929,20589683,September,9,2022,750110,39268883
Professional,Total,"Alton Casino, LLC",18061,2300601,17875,1131201,September,9,2022,35936,3431802
Professional,Total,"Casino Queen, Inc.",4421857,157000000,3071468,85522014,September,9,2022,7493325,242522014
Professional,Total,Elgin Riverboat Resort,92883,14171366,195352,16137300,September,9,2022,288235,30308666
Professional,Total,"Fairmount Park, Inc.",6656346,117000000,3536404,109000000,September,9,2022,10192750,226000000
Professional,Total,"Hawthorne Race Course, Inc.",420384,20470032,249488,26701298,September,9,2022,669872,47171330
Professional,Total,"HC Aurora, LLC",123412,8106382,526982,28297830,September,9,2022,650394,36404212
Professional,Total,"HC Joliet, LLC",7779,710483.5,4731,353410.3,September,9,2022,12510,1063893.8
Professional,Total,"Midwest Gaming & Entertainment, LLC",573530,31052203,733191,55242734,September,9,2022,1306721,86294937
Professional,Total,Par-A-Dice Gaming Corporation,402854,19199105,355202,20946579,September,9,2022,758056,40145684
College,In-Person Wagering,"Alton Casino, LLC",4785,541016.4,1438,259237.9,September,9,2022,6223,800254.3
College,In-Person Wagering,"Casino Queen, Inc.",3329,494460.7,930,199823.7,September,9,2022,4259,694284.4
College,In-Person Wagering,Elgin Riverboat Resort,708,122588.2,2121,82069.73,September,9,2022,2829,204657.93
College,In-Person Wagering,"Fairmount Park, Inc.",827,93416,52,15007.25,September,9,2022,879,108423.25
College,In-Person Wagering,"Hawthorne Race Course, Inc.",4187,308923.2,0,0,September,9,2022,4187,308923.2
College,In-Person Wagering,"HC Aurora, LLC",2351,338108,788,386675.7,September,9,2022,3139,724783.7
College,In-Person Wagering,"HC Joliet, LLC",3452,312460.6,728,73840.72,September,9,2022,4180,386301.32
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",9609,1715359,2366,550812.2,September,9,2022,11975,2266171.2
College,In-Person Wagering,Par-A-Dice Gaming Corporation,460,100889,18,5792,September,9,2022,478,106681
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
College,Online Wagering,"Casino Queen, Inc.",993892,39145907,142209,8909264,September,9,2022,1136101,48055171
College,Online Wagering,Elgin Riverboat Resort,42212,8218472,21782,1646292,September,9,2022,63994,9864764
College,Online Wagering,"Fairmount Park, Inc.",202544,10292232,49271,5086229,September,9,2022,251815,15378461
College,Online Wagering,"Hawthorne Race Course, Inc.",83735,5514754,29014,4338260,September,9,2022,112749,9853014
College,Online Wagering,"HC Aurora, LLC",81206,4422984,32712,4530835,September,9,2022,113918,8953819
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",148257,7113553,56729,7132527,September,9,2022,204986,14246080
College,Online Wagering,Par-A-Dice Gaming Corporation,55815,5034265,9818,1038294,September,9,2022,65633,6072559
College,Total,"Alton Casino, LLC",4785,541016.4,1438,259237.9,September,9,2022,6223,800254.3
College,Total,"Casino Queen, Inc.",997221,39640368,143139,9109087,September,9,2022,1140360,48749455
College,Total,Elgin Riverboat Resort,42920,8341060,23903,1728361,September,9,2022,66823,10069421
College,Total,"Fairmount Park, Inc.",203371,10385648,49323,5101236,September,9,2022,252694,15486884
College,Total,"Hawthorne Race Course, Inc.",87922,5823677,29014,4338260,September,9,2022,116936,10161937
College,Total,"HC Aurora, LLC",83557,4761092,33500,4917511,September,9,2022,117057,9678603
College,Total,"HC Joliet, LLC",3452,312460.6,728,73840.72,September,9,2022,4180,386301.32
College,Total,"Midwest Gaming & Entertainment, LLC",157866,8828912,59095,7683339,September,9,2022,216961,16512251
College,Total,Par-A-Dice Gaming Corporation,56275,5135154,9836,1044086,September,9,2022,66111,6179240
Motor Race,In-Person Wagering,"Alton Casino, LLC",222,6151.39,20,185,September,9,2022,242,6336.39
Motor Race,In-Person Wagering,"Casino Queen, Inc.",161,4762,110,1287.76,September,9,2022,271,6049.76
Motor Race,In-Person Wagering,Elgin Riverboat Resort,35,215,3,27,September,9,2022,38,242
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",61,581,0,0,September,9,2022,61,581
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",22,1605,0,0,September,9,2022,22,1605
Motor Race,In-Person Wagering,"HC Aurora, LLC",44,520,22,220,September,9,2022,66,740
Motor Race,In-Person Wagering,"HC Joliet, LLC",118,1918.93,32,569,September,9,2022,150,2487.93
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",81,1794.06,18,317,September,9,2022,99,2111.06
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,4,347,0,0,September,9,2022,4,347
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",2936,50845.44,22094,354662.1,September,9,2022,25030,405507.54
Motor Race,Online Wagering,Elgin Riverboat Resort,1504,52911.41,924,30200.22,September,9,2022,2428,83111.63
Motor Race,Online Wagering,"Fairmount Park, Inc.",12042,164245.5,1217,27608.21,September,9,2022,13259,191853.71
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",1212,37456.74,139,3909.52,September,9,2022,1351,41366.26
Motor Race,Online Wagering,"HC Aurora, LLC",2122,35780,2231,82587,September,9,2022,4353,118367
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2741,53895.78,1699,32473.45,September,9,2022,4440,86369.23
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1060,19488.3,338,4565.76,September,9,2022,1398,24054.06
Motor Race,Total,"Alton Casino, LLC",222,6151.39,20,185,September,9,2022,242,6336.39
Motor Race,Total,"Casino Queen, Inc.",3097,55607.44,22204,355949.9,September,9,2022,25301,411557.34
Motor Race,Total,Elgin Riverboat Resort,1539,53126.41,927,30227.22,September,9,2022,2466,83353.63
Motor Race,Total,"Fairmount Park, Inc.",12103,164826.5,1217,27608.21,September,9,2022,13320,192434.71
Motor Race,Total,"Hawthorne Race Course, Inc.",1234,39061.74,139,3909.52,September,9,2022,1373,42971.26
Motor Race,Total,"HC Aurora, LLC",2166,36300,2253,82807,September,9,2022,4419,119107
Motor Race,Total,"HC Joliet, LLC",118,1918.93,32,569,September,9,2022,150,2487.93
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2822,55689.84,1717,32790.45,September,9,2022,4539,88480.29
Motor Race,Total,Par-A-Dice Gaming Corporation,1064,19835.3,338,4565.76,September,9,2022,1402,24401.06
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2022,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2022,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,September,9,2022,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2022,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2022,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2022,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",20417,2726411,23250,1693745,October,10,2022,43667,4420156
Professional,In-Person Wagering,"Casino Queen, Inc.",74376,4349901,35425,1717542,October,10,2022,109801,6067443
Professional,In-Person Wagering,Elgin Riverboat Resort,3086,671734.9,9877,627459.9,October,10,2022,12963,1299194.8
Professional,In-Person Wagering,"Fairmount Park, Inc.",15793,1096984,2950,343445,October,10,2022,18743,1440429
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",27115,2186254,66,4925.5,October,10,2022,27181,2191179.5
Professional,In-Person Wagering,"HC Aurora, LLC",9048,969475.9,7637,2301910,October,10,2022,16685,3271385.9
Professional,In-Person Wagering,"HC Joliet, LLC",9976,860040.3,6033,322044.1,October,10,2022,16009,1182084.4
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",48011,8421109,36367,4897797,October,10,2022,84378,13318906
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,8675,724619.3,1743,114189,October,10,2022,10418,838808.3
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2022,0,0
Professional,Online Wagering,"Casino Queen, Inc.",4910675,175000000,4298653,116000000,October,10,2022,9209328,291000000
Professional,Online Wagering,Elgin Riverboat Resort,122692,19834436,224102,17314073,October,10,2022,346794,37148509
Professional,Online Wagering,"Fairmount Park, Inc.",9734908,165000000,4823210,142000000,October,10,2022,14558118,307000000
Professional,Online Wagering,"Hawthorne Race Course, Inc.",514434,26522162,348314,36731862,October,10,2022,862748,63254024
Professional,Online Wagering,"HC Aurora, LLC",129121,8564830,603731,33903322,October,10,2022,732852,42468152
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2022,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",591389,27970824,879080,55085077,October,10,2022,1470469,83055901
Professional,Online Wagering,Par-A-Dice Gaming Corporation,465811,23540809,518458,23877965,October,10,2022,984269,47418774
Professional,Total,"Alton Casino, LLC",20417,2726411,23250,1693745,October,10,2022,43667,4420156
Professional,Total,"Casino Queen, Inc.",4985051,180000000,4334078,118000000,October,10,2022,9319129,298000000
Professional,Total,Elgin Riverboat Resort,125778,20506171,233979,17941533,October,10,2022,359757,38447704
Professional,Total,"Fairmount Park, Inc.",9750701,166000000,4826160,142000000,October,10,2022,14576861,308000000
Professional,Total,"Hawthorne Race Course, Inc.",541549,28708416,348380,36736787,October,10,2022,889929,65445203
Professional,Total,"HC Aurora, LLC",138169,9534306,611368,36205232,October,10,2022,749537,45739538
Professional,Total,"HC Joliet, LLC",9976,860040.3,6033,322044.1,October,10,2022,16009,1182084.4
Professional,Total,"Midwest Gaming & Entertainment, LLC",639400,36391933,915447,59982874,October,10,2022,1554847,96374807
Professional,Total,Par-A-Dice Gaming Corporation,474486,24265428,520201,23992154,October,10,2022,994687,48257582
College,In-Person Wagering,"Alton Casino, LLC",5074,527493.5,1421,271732.3,October,10,2022,6495,799225.8
College,In-Person Wagering,"Casino Queen, Inc.",2933,410691.2,920,113216.4,October,10,2022,3853,523907.6
College,In-Person Wagering,Elgin Riverboat Resort,814,176279.1,2432,82205.12,October,10,2022,3246,258484.22
College,In-Person Wagering,"Fairmount Park, Inc.",930,144208,87,13345,October,10,2022,1017,157553
College,In-Person Wagering,"Hawthorne Race Course, Inc.",5635,455388.6,0,0,October,10,2022,5635,455388.6
College,In-Person Wagering,"HC Aurora, LLC",2086,358151.8,1146,555886,October,10,2022,3232,914037.8
College,In-Person Wagering,"HC Joliet, LLC",3643,362349.5,730,63450.03,October,10,2022,4373,425799.53
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",9712,1952613,2630,560894,October,10,2022,12342,2513507
College,In-Person Wagering,Par-A-Dice Gaming Corporation,746,156083,47,26791,October,10,2022,793,182874
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2022,0,0
College,Online Wagering,"Casino Queen, Inc.",981476,39350604,119342,7481141,October,10,2022,1100818,46831745
College,Online Wagering,Elgin Riverboat Resort,43332,8517785,24523,1830385,October,10,2022,67855,10348170
College,Online Wagering,"Fairmount Park, Inc.",202743,11779067,72450,7689861,October,10,2022,275193,19468928
College,Online Wagering,"Hawthorne Race Course, Inc.",79531,5924507,30972,5969523,October,10,2022,110503,11894030
College,Online Wagering,"HC Aurora, LLC",64602,4011080,26081,4834229,October,10,2022,90683,8845309
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2022,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",156237,7456870,57201,6879987,October,10,2022,213438,14336857
College,Online Wagering,Par-A-Dice Gaming Corporation,52656,4430069,9035,732418.9,October,10,2022,61691,5162487.9
College,Total,"Alton Casino, LLC",5074,527493.5,1421,271732.3,October,10,2022,6495,799225.8
College,Total,"Casino Queen, Inc.",984409,39761295,120262,7594357,October,10,2022,1104671,47355652
College,Total,Elgin Riverboat Resort,44146,8694064,26955,1912590,October,10,2022,71101,10606654
College,Total,"Fairmount Park, Inc.",203673,11923275,72537,7703206,October,10,2022,276210,19626481
College,Total,"Hawthorne Race Course, Inc.",85166,6379895,30972,5969523,October,10,2022,116138,12349418
College,Total,"HC Aurora, LLC",66688,4369232,27227,5390115,October,10,2022,93915,9759347
College,Total,"HC Joliet, LLC",3643,362349.5,730,63450.03,October,10,2022,4373,425799.53
College,Total,"Midwest Gaming & Entertainment, LLC",165949,9409483,59831,7440881,October,10,2022,225780,16850364
College,Total,Par-A-Dice Gaming Corporation,53402,4586152,9082,759209.9,October,10,2022,62484,5345361.9
Motor Race,In-Person Wagering,"Alton Casino, LLC",243,5889.54,45,655,October,10,2022,288,6544.54
Motor Race,In-Person Wagering,"Casino Queen, Inc.",131,2038,110,2511.46,October,10,2022,241,4549.46
Motor Race,In-Person Wagering,Elgin Riverboat Resort,28,377,5,215,October,10,2022,33,592
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",54,783,0,0,October,10,2022,54,783
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",17,1375.5,0,0,October,10,2022,17,1375.5
Motor Race,In-Person Wagering,"HC Aurora, LLC",63,633.6,32,250,October,10,2022,95,883.6
Motor Race,In-Person Wagering,"HC Joliet, LLC",71,1664.01,46,1093,October,10,2022,117,2757.01
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",101,4176.74,22,1863.33,October,10,2022,123,6040.07
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,9,103,0,0,October,10,2022,9,103
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2022,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",2823,43618.93,21442,309254.6,October,10,2022,24265,352873.53
Motor Race,Online Wagering,Elgin Riverboat Resort,1492,50294.96,773,36732.53,October,10,2022,2265,87027.49
Motor Race,Online Wagering,"Fairmount Park, Inc.",11836,165190,1460,36289,October,10,2022,13296,201479
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",1257,24519.02,84,3244.76,October,10,2022,1341,27763.78
Motor Race,Online Wagering,"HC Aurora, LLC",1533,27951,2660,92586,October,10,2022,4193,120537
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2022,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",3051,58547.62,1801,33890.16,October,10,2022,4852,92437.78
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,935,15707.87,379,6026.34,October,10,2022,1314,21734.21
Motor Race,Total,"Alton Casino, LLC",243,5889.54,45,655,October,10,2022,288,6544.54
Motor Race,Total,"Casino Queen, Inc.",2954,45656.93,21552,311766.1,October,10,2022,24506,357423.03
Motor Race,Total,Elgin Riverboat Resort,1520,50671.96,778,36947.53,October,10,2022,2298,87619.49
Motor Race,Total,"Fairmount Park, Inc.",11890,165973,1460,36289,October,10,2022,13350,202262
Motor Race,Total,"Hawthorne Race Course, Inc.",1274,25894.52,84,3244.76,October,10,2022,1358,29139.28
Motor Race,Total,"HC Aurora, LLC",1596,28584.6,2692,92836,October,10,2022,4288,121420.6
Motor Race,Total,"HC Joliet, LLC",71,1664.01,46,1093,October,10,2022,117,2757.01
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",3152,62724.36,1823,35753.49,October,10,2022,4975,98477.85
