detail_type,location_type,licensee,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,month,numerical_month,year
Handle Details,In-Person Wagering,"Alton Casino, LLC",694757.21,1599785.45,32866.68,17047.75,41216.49,102535.34,235905.74,5875.58,360251.02,70,8569.83,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"Casino Queen, Inc.",957822.15,1635715.28,93999.57,58927.58,30744.22,370871.32,263030.54,23960.3,721539.15,33122.22,0,0,0,0,April,4,2021
Handle Details,In-Person Wagering,Elgin Riverboat Resort,151764.35,276388.11,8867.4,10694.9,12410.95,111654.94,20047.8,4137.4,0,0,542.5,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",191115,112748,4144,1040,20146,33546,4224,880,155768,3894,541,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",341399.35,521975.3,6502.05,1090,0,118329.5,5853,0,199872.4,0,2973,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"HC Aurora, LLC",323722.57,463702.14,16233.67,4962.72,14092.25,17628.22,48177.77,27842.85,115043.27,15278.7,768,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"HC Joliet, LLC",344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,April,4,2021
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",3702690.08,4836802.47,293826.29,59337.29,133431.12,428446.25,906450.07,263414.01,1293377.41,52974.22,5359.8,0,0,0,April,4,2021
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,April,4,2021
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2021
Handle Details,Online Wagering,"Casino Queen, Inc.",36898121.4,56863926.01,3125710.24,1655142.83,6480947.63,6316663.54,9657506.65,8403173.24,34029046.68,1741819.18,213098.11,0,0,0,April,4,2021
Handle Details,Online Wagering,Elgin Riverboat Resort,4122834.94,2676411.6,159698.93,148134.94,142106.38,497507.12,210382.72,270387.36,0,758.5,4964.27,0,0,0,April,4,2021
Handle Details,Online Wagering,"Fairmount Park, Inc.",26836198,49305999,2160062,236019,3534859,4103869,9161475,12510702,58560520,10427471,84920,0,0,0,April,4,2021
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",11076020.65,11975397.05,428076.3,362316.37,813750.13,1747002.62,1681057.63,2398889.24,8125826.62,1422896.39,20809.22,0,0,0,April,4,2021
Handle Details,Online Wagering,"HC Aurora, LLC",13966942,14682936,816312,454336,2226314,1691277,2258213,1571712,7549870,5041362,70854,0,0,0,April,4,2021
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2021
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",21426863.01,26067384.51,1186095.42,271045.34,1735403.76,3802984.31,6758615.82,5471754.06,5119410.78,404283.11,79485.87,0,0,0,April,4,2021
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2021
Handle Details,Total,"Alton Casino, LLC",694757.21,1599785.45,32866.68,17047.75,41216.49,102535.34,235905.74,5875.58,360251.02,70,8569.83,0,0,0,April,4,2021
Handle Details,Total,"Casino Queen, Inc.",37855943.55,58499641.29,3219709.81,1714070.41,6511691.85,6687534.86,9920537.19,8427133.54,34750585.83,1774941.4,213098.11,0,0,0,April,4,2021
Handle Details,Total,Elgin Riverboat Resort,4274599.29,2952799.71,168566.33,158829.84,154517.33,609162.06,230430.52,274524.76,0,758.5,5506.77,0,0,0,April,4,2021
Handle Details,Total,"Fairmount Park, Inc.",27027313,49418747,2164206,237059,3555005,4137415,9165699,12511582,58716288,10431365,85461,0,0,0,April,4,2021
Handle Details,Total,"Hawthorne Race Course, Inc.",11417420,12497372.35,434578.35,363406.37,813750.13,1865332.12,1686910.63,2398889.24,8325699.02,1422896.39,23782.22,0,0,0,April,4,2021
Handle Details,Total,"HC Aurora, LLC",14290664.57,15146638.14,832545.67,459298.72,2240406.25,1708905.22,2306390.77,1599554.85,7664913.27,5056640.7,71622,0,0,0,April,4,2021
Handle Details,Total,"HC Joliet, LLC",344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,April,4,2021
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",25129553.09,30904186.98,1479921.71,330382.63,1868834.88,4231430.56,7665065.89,5735168.07,6412788.19,457257.33,84845.67,0,0,0,April,4,2021
Handle Details,Total,Par-A-Dice Gaming Corporation,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,April,4,2021
Wager Details,In-Person Wagering,"Alton Casino, LLC",8109,10855,306,59,1070,2025,475,128,9627,13,446,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"Casino Queen, Inc.",10452,13687,531,156,1050,3014,1570,581,17205,289,0,0,0,0,May,5,2021
Wager Details,In-Person Wagering,Elgin Riverboat Resort,2739,3809,108,95,210,637,201,47,0,0,69,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",2096,917,353,73,512,619,110,15,7468,11,54,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",9013,7275,233,146,0,2174,95,0,978,0,68,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"HC Aurora, LLC",4721,3069,121,40,203,308,2208,33,2625,10,96,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"HC Joliet, LLC",4037,4099,293,51,740,794,994,59,2535,11,297,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",19251,18751,1292,230,1354,3488,7508,3042,14160,139,202,0,0,0,May,5,2021
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,493,365,52,6,191,52,13,12,2463,16,37,0,0,0,May,5,2021
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Wager Details,Online Wagering,"Casino Queen, Inc.",990770,981130,87609,17547,223767,172825,195458,132538,1811833,84627,43940,0,0,0,May,5,2021
Wager Details,Online Wagering,Elgin Riverboat Resort,23047,13362,862,323,1722,5046,2859,1372,0,12,431,0,0,0,May,5,2021
Wager Details,Online Wagering,"Fairmount Park, Inc.",490834,666592,65757,6710,95281,90562,108503,79661,4165297,184155,13464,0,0,0,May,5,2021
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",123370,118237,7312,1478,23098,33513,22939,11570,210590,26737,2702,0,0,0,May,5,2021
Wager Details,Online Wagering,"HC Aurora, LLC",162797,106359,12626,438,29041,42514,27985,11309,240854,287678,5557,0,0,0,May,5,2021
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",418127,345282,32395,3524,60305,87586,145293,90830,191124,1980,9964,0,0,0,May,5,2021
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Wager Details,Total,"Alton Casino, LLC",8109,10855,306,59,1070,2025,475,128,9627,13,446,0,0,0,May,5,2021
Wager Details,Total,"Casino Queen, Inc.",1001222,994817,88140,17703,224817,175839,197028,133119,1829038,84916,43940,0,0,0,May,5,2021
Wager Details,Total,Elgin Riverboat Resort,25786,17171,970,418,1932,5683,3060,1419,0,12,500,0,0,0,May,5,2021
Wager Details,Total,"Fairmount Park, Inc.",492930,667509,66110,6783,95793,91181,108613,79676,4172765,184166,13518,0,0,0,May,5,2021
Wager Details,Total,"Hawthorne Race Course, Inc.",132383,125512,7545,1624,23098,35687,23034,11570,211568,26737,2770,0,0,0,May,5,2021
Wager Details,Total,"HC Aurora, LLC",167518,109428,12747,478,29244,42822,30193,11342,243479,287688,5653,0,0,0,May,5,2021
Wager Details,Total,"HC Joliet, LLC",4037,4099,293,51,740,794,994,59,2535,11,297,0,0,0,May,5,2021
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",437378,364033,33687,3754,61659,91074,152801,93872,205284,2119,10166,0,0,0,May,5,2021
Wager Details,Total,Par-A-Dice Gaming Corporation,493,365,52,6,191,52,13,12,2463,16,37,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"Alton Casino, LLC",611410.85,1117196.74,20508.27,5012.22,30881.38,146018.59,249925.95,21787.47,452874.86,195,16466.07,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"Casino Queen, Inc.",966593.98,1252863.72,79874.68,22547.69,44460.75,474600.06,71780.14,46189.65,899232.8,23587.81,0,0,0,0,May,5,2021
Handle Details,In-Person Wagering,Elgin Riverboat Resort,195534.55,350157.1,59424.3,39577.5,7847.8,60960.95,15382.15,9000,0,0,1552.05,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",312725,113132,18213,7170,8839,42917,6258,3180,176788,2506,990,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",711833.15,571234.1,17439,10249,0,173724.85,6587,0,70428.05,0,5285.5,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"HC Aurora, LLC",461822.85,646883.35,12827.74,1512.88,7166.05,30020.34,39852.24,5173.51,238164.07,1875,2063,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"HC Joliet, LLC",375963.37,323055.48,58043.29,2844.03,15324,90833.12,62195.99,6695.24,230363.98,821.42,3513.22,0,0,0,May,5,2021
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",3730564.25,4953932.57,179791.17,43534.82,73753.6,607482.95,954404.65,289212.89,1397854.98,40443.37,8442.26,0,0,0,May,5,2021
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,118729,71850,8564,170,15223,3838,7080,9505,88435,3488,468,0,0,0,May,5,2021
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Handle Details,Online Wagering,"Casino Queen, Inc.",42045046.76,55247281.5,2875833.96,447416.54,4573477.54,6534591.88,9201383.42,10949604.83,32635769.83,1246827.27,470605.67,0,0,0,May,5,2021
Handle Details,Online Wagering,Elgin Riverboat Resort,4770134.29,1971554.01,62363.57,92805.17,113268.36,387321.91,226011.63,722818.12,0,521,28116.67,0,0,0,May,5,2021
Handle Details,Online Wagering,"Fairmount Park, Inc.",27262913,40902315,1959058,160517,2387140,4220385,7702262,8190134,54686398,7905962,197343,0,0,0,May,5,2021
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",9927760.97,11209677.76,326723.25,91965.07,691295.56,2232936.42,1946487.57,2112750.67,8034645,780909.13,46036.75,0,0,0,May,5,2021
Handle Details,Online Wagering,"HC Aurora, LLC",12082479,9254414,489572,92068,849402,1724597,1731041,2029593,5826084,4033751,88802,0,0,0,May,5,2021
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",22537137.36,26351547.42,1060950.73,132576.41,1113347.22,4382537.35,7065393.9,8232069.71,5466739.4,246605.01,133959.24,0,0,0,May,5,2021
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2021
Handle Details,Total,"Alton Casino, LLC",611410.85,1117196.74,20508.27,5012.22,30881.38,146018.59,249925.95,21787.47,452874.86,195,16466.07,0,0,0,May,5,2021
Handle Details,Total,"Casino Queen, Inc.",43011640.74,56500145.22,2955708.64,469964.23,4617938.29,7009191.94,9273163.56,10995794.48,33535002.63,1270415.08,470605.67,0,0,0,May,5,2021
Handle Details,Total,Elgin Riverboat Resort,4965668.84,2321711.11,121787.87,132382.67,121116.16,448282.86,241393.78,731818.12,0,521,29668.72,0,0,0,May,5,2021
Handle Details,Total,"Fairmount Park, Inc.",27575638,41015447,1977271,167687,2395979,4263302,7708520,8193314,54863186,7908468,198333,0,0,0,May,5,2021
Handle Details,Total,"Hawthorne Race Course, Inc.",10639594.12,11780911.86,344162.25,102214.07,691295.56,2406661.27,1953074.57,2112750.67,8105073.05,780909.13,51322.25,0,0,0,May,5,2021
Handle Details,Total,"HC Aurora, LLC",12544301.85,9901297.35,502399.74,93580.88,856568.05,1754617.34,1770893.24,2034766.51,6064248.07,4035626,90865,0,0,0,May,5,2021
Handle Details,Total,"HC Joliet, LLC",375963.37,323055.48,58043.29,2844.03,15324,90833.12,62195.99,6695.24,230363.98,821.42,3513.22,0,0,0,May,5,2021
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",26267701.61,31305479.99,1240741.9,176111.23,1187100.82,4990020.3,8019798.55,8521282.6,6864594.38,287048.38,142401.5,0,0,0,May,5,2021
Handle Details,Total,Par-A-Dice Gaming Corporation,118729,71850,8564,170,15223,3838,7080,9505,88435,3488,468,0,0,0,May,5,2021
Wager Details,In-Person Wagering,"Alton Casino, LLC",10292,6000,421,90,1110,925,786,353,10915,8,252,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"Casino Queen, Inc.",14490,8599,509,87,1005,1318,1097,365,17881,109,0,0,0,0,June,6,2021
Wager Details,In-Person Wagering,Elgin Riverboat Resort,4137,2364,199,69,319,384,292,117,0,0,33,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",2138,1490,268,80,871,468,269,36,9608,7,33,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",12568,5843,199,15,0,1281,2,0,1215,0,22,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"HC Aurora, LLC",6044,2245,122,51,330,246,1680,162,2883,10,18,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"HC Joliet, LLC",4437,2259,127,59,738,514,853,150,2733,22,208,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",22264,14071,1232,176,1786,2033,6783,4149,15464,38,141,0,0,0,June,6,2021
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,411,528,31,26,250,36,24,26,2300,16,5,0,0,0,June,6,2021
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Wager Details,Online Wagering,"Casino Queen, Inc.",894030,937411,72384,6049,237311,129031,263024,176983,1511044,98470,24713,0,0,0,June,6,2021
Wager Details,Online Wagering,Elgin Riverboat Resort,23057,9922,799,206,1755,2962,3942,1771,0,13,171,0,0,0,June,6,2021
Wager Details,Online Wagering,"Fairmount Park, Inc.",472197,668229,50299,3503,115502,60881,137090,109758,3613729,175306,6522,0,0,0,June,6,2021
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",115363,95479,6423,739,26871,18194,31299,16090,191799,27938,1370,0,0,0,June,6,2021
Wager Details,Online Wagering,"HC Aurora, LLC",126444,99610,8376,28,26336,30033,38257,11711,165210,182432,3719,0,0,0,June,6,2021
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",464335,230142,29379,1493,68509,47284,184779,140889,194153,2189,5314,0,0,0,June,6,2021
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Wager Details,Total,"Alton Casino, LLC",10292,6000,421,90,1110,925,786,353,10915,8,252,0,0,0,June,6,2021
Wager Details,Total,"Casino Queen, Inc.",908520,946010,72893,6136,238316,130349,264121,177348,1528925,98579,24713,0,0,0,June,6,2021
Wager Details,Total,Elgin Riverboat Resort,27194,12286,998,275,2074,3346,4234,1888,0,13,204,0,0,0,June,6,2021
Wager Details,Total,"Fairmount Park, Inc.",474335,669719,50567,3583,116373,61349,137359,109794,3623337,175313,6555,0,0,0,June,6,2021
Wager Details,Total,"Hawthorne Race Course, Inc.",127931,101322,6622,754,26871,19475,31301,16090,193014,27938,1392,0,0,0,June,6,2021
Wager Details,Total,"HC Aurora, LLC",132488,101855,8498,79,26666,30279,39937,11873,168093,182442,3737,0,0,0,June,6,2021
Wager Details,Total,"HC Joliet, LLC",4437,2259,127,59,738,514,853,150,2733,22,208,0,0,0,June,6,2021
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",486599,244213,30611,1669,70295,49317,191562,145038,209617,2227,5455,0,0,0,June,6,2021
Wager Details,Total,Par-A-Dice Gaming Corporation,411,528,31,26,250,36,24,26,2300,16,5,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"Alton Casino, LLC",842694.22,745394.61,36605.72,3595.28,25450.64,99373.27,292808.56,44173.54,537341.97,180,15692.45,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"Casino Queen, Inc.",1065889.92,888771.61,33586.22,2876.35,29977.25,145568.88,85987.7,21674.79,845491.99,15233.4,0,0,0,0,June,6,2021
Handle Details,In-Person Wagering,Elgin Riverboat Resort,289812.9,298812.45,60135.3,4412,13052.8,59998.4,23836.15,28276.3,0,0,485,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",394167,213170,20089,2967,23939,40005,24501,4099,266956,133,575,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",1222538.25,561792.4,19167,1350,0,123236.6,35,0,121099.35,0,1969,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"HC Aurora, LLC",605964.85,695485.81,17526.09,3800,12565,15627.27,67061.33,11572.69,294798.99,899.4,270,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"HC Joliet, LLC",371988.21,316857.81,56059.73,3105.5,19006.48,94625.57,77288.27,13023.37,219797.96,1468.18,2061.4,0,0,0,June,6,2021
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",3797995.25,4489230.09,196415.3,38700.35,102480.89,396233.77,1067869.3,345072.51,1505436.57,20952.59,4351.3,0,0,0,June,6,2021
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,147938.75,85722.75,10270,1616,8157.75,1995.5,5694.5,1529,95930.75,1924,25,0,0,0,June,6,2021
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Handle Details,Online Wagering,"Casino Queen, Inc.",43296224.96,44552303.9,2276875.22,140378.6,4723635.24,4916903.96,11963499.31,14214843.39,29027665.21,1682777.9,301987.87,0,0,0,June,6,2021
Handle Details,Online Wagering,Elgin Riverboat Resort,2878219.79,1358061.52,71766.63,29081.26,183564.06,252123.88,339520.3,743329,0,1618.6,8174.84,0,0,0,June,6,2021
Handle Details,Online Wagering,"Fairmount Park, Inc.",30291361,38057021,1617351,83336,2558213,2968454,9268022,12283048,50637636,7406701,111725,0,0,0,June,6,2021
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",9371511.82,8806154.66,313094.06,29071.72,692035.14,1517635.02,2628845.92,2693889.19,6958267.92,525110.13,23000.97,0,0,0,June,6,2021
Handle Details,Online Wagering,"HC Aurora, LLC",8923921,7026703,365474,1135,675661,1196473,2079617,1255807,4623411,2475928,57862,0,0,0,June,6,2021
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",23233050.52,18798052.99,1087074.59,40175.37,1231292.7,2259479.91,9643927.29,8657014.24,5978017.99,206569.52,71248.3,0,0,0,June,6,2021
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2021
Handle Details,Total,"Alton Casino, LLC",842694.22,745394.61,36605.72,3595.28,25450.64,99373.27,292808.56,44173.54,537341.97,180,15692.45,0,0,0,June,6,2021
Handle Details,Total,"Casino Queen, Inc.",44362114.88,45441075.51,2310461.44,143254.95,4753612.49,5062472.84,12049487.01,14236518.18,29873157.2,1698011.3,301987.87,0,0,0,June,6,2021
Handle Details,Total,Elgin Riverboat Resort,3168032.69,1656873.97,131901.93,33493.26,196616.86,312122.28,363356.45,771605.3,0,1618.6,8659.84,0,0,0,June,6,2021
Handle Details,Total,"Fairmount Park, Inc.",30685528,38270191,1637440,86303,2582152,3008459,9292523,12287147,50904592,7406834,112300,0,0,0,June,6,2021
Handle Details,Total,"Hawthorne Race Course, Inc.",10594050.07,9367947.06,332261.06,30421.72,692035.14,1640871.62,2628880.92,2693889.19,7079367.27,525110.13,24969.97,0,0,0,June,6,2021
Handle Details,Total,"HC Aurora, LLC",9529885.85,7722188.81,383000.09,4935,688226,1212100.27,2146678.33,1267379.69,4918209.99,2476827.4,58132,0,0,0,June,6,2021
Handle Details,Total,"HC Joliet, LLC",371988.21,316857.81,56059.73,3105.5,19006.48,94625.57,77288.27,13023.37,219797.96,1468.18,2061.4,0,0,0,June,6,2021
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",27031045.77,23287283.08,1283489.89,78875.72,1333773.59,2655713.68,10711796.59,9002086.75,7483454.56,227522.11,75599.6,0,0,0,June,6,2021
Handle Details,Total,Par-A-Dice Gaming Corporation,147938.75,85722.75,10270,1616,8157.75,1995.5,5694.5,1529,95930.75,1924,25,0,0,0,June,6,2021
Wager Details,In-Person Wagering,"Alton Casino, LLC",15376,2020,695,231,1124,483,830,572,4830,389,220,0,0,0,July,7,2021
Wager Details,In-Person Wagering,"Casino Queen, Inc.",15390,2618,690,167,1210,751,1245,570,15908,222,0,0,0,0,July,7,2021
Wager Details,In-Person Wagering,Elgin Riverboat Resort,4321,890,256,131,252,79,308,33,0,64,37,0,0,0,July,7,2021
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",2116,678,539,147,1056,87,303,36,6484,33,28,0,0,0,July,7,2021
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",12358,2179,328,85,0,271,0,0,1051,9,23,0,0,0,July,7,2021
Wager Details,In-Person Wagering,"HC Aurora, LLC",42340,769,190,82,298,97,855,102,1035,13,32,0,138,0,July,7,2021
Wager Details,In-Person Wagering,"HC Joliet, LLC",4166,709,244,97,806,152,1486,120,1216,237,179,0,0,0,July,7,2021
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",27392,5087,1727,453,1636,318,7581,3935,7903,110,65,0,1679,0,July,7,2021
